"","HOUSEID","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","HBHTNRNT","HBPPOPDN","HBRESDN","HTEEMPDN","HTHTNRNT","HTPPOPDN","HTRESDN","SMPLSRCE","PERSONID","R_AGE","EDUC","R_HISP","R_RELAT","R_SEX","R_RACE","PRMACT","PAYPROF","GT1JBLWK","WRK_HOME","WKFTPT","WRKTRANS","LSTTRDAY17","OCCAT","SCHTYP","NWALKTRP","WALK4EX","NBIKETRP","BIKE4EX","BIKESHARE","PTUSED","MCUSED","CARSHARE","RIDESHARE","CARRODE","TIMETOWK","NOCONG","PUBTIME","WRKTIME","WKRMHM","FLEXTIME","WKFMHMXX","SCHTRN1","SCHTRN2","DELIVER","MEDCOND","MEDCOND6","HEALTH","PHYACT","VPACT","LPACT","BORNINUS","YRTOUS","YEARMILE","PROXY","WHOPROXY","USEPUBTR","SAMEPLC","W_NONE","W_CANE","W_WLKR","W_WHCANE","W_DOG","W_CRUTCH","W_SCOOTR","W_CHAIR","W_MTRCHR","WORKER","DIARY","OUTCNTRY","FRSTHM17","CNTTDTR","GCDWORK","WKSTFIPS","DRIVER","OUTOFTWN","DISTTOWK17","DISTTOSC17","ALT_16","ALT_23","ALT_45","WALK_DEF","WALK_GKQ","BIKE_DFR","BIKE_GKP","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDTAX","WTPERFIN","SAMPSTRAT","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","CNTTDHH","YOUNGCHILD","SCRESP","RESP_CNT","WEBUSE17","WTHHFIN","NCHILD0TO5","NCHILD6TO17","UNIQUEID","NTOUR","HBSimple","HBOnly","HBandWB","MODEALLTRANSIT","MODEMIXED","MODENOTRANSIT","WORKACTDUR","WORKTRAVELDUR","WORKACTTRAVELDUR","TRANSITACTDUR","TRANSITTRAVELDUR","TRANSITACTTRAVELDUR","NONTRANSITACTDUR","NONTRANSITTRAVELDUR","NONTRANSITACTTRAVELDUR","NONWORKACTDUR","MALE","HISPANIC","MULTIJOB","FULLTIME","FLEXIBLE","LOWINCOME","MIDINCOME","HIGHINCOME","MSA1MILWITHRAIL","MSA1MILWITHOUTRAIL","MSALESS1MIL","NOTMSA","PCHILD0TO5","PCHILD6TO17","NONWORKTRAVELDUR","NONWORKACTTRAVELDUR","OTHER"
"2086",40710013,2,2,3,1,11,1,"NY",36,2,1,201704,2,6,1,5,1,1,5,1,2,1,21,1,2,"35620",70,7000,3000,3000,50,7000,3000,2,1,45,5,2,1,1,1,2,1,2,2,1,15,-1,4,-1,5,0,5,0,5,20,-1,0,10,-9,50,-1,50,"07:30 AM",1,1,10,-1,-1,3,2,-1,1,2,-1,5,2,2010,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,16.9699999999993,36,2,2,22.1599999999999,-9,4,4,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3573.28261685009,1,1,1,2,5,2,5,3,5,2,5,4,3,3,2,4,1,16,0,1,3,1,3231.58629806478,0,1,"40710013_1",1,0,0,1,1,0,0,706,50,756,0,0,0,21,9,30,21,1,0,0,1,1,0,0,1,1,0,0,0,0,1,9,30,0
"2087",40710186,4,1,4,1,6,2,"CA",6,2,2,201703,1,4,1,4,1,1,5,1,9,4,91,1,1,"41940",60,17000,3000,5000,40,7000,3000,2,1,32,4,1,1,1,1,1,-1,2,2,1,16,-1,4,-1,9,1,0,-1,-1,8,-1,0,0,-9,25,-1,0,"07:30 AM",2,1,-1,-1,-1,0,2,-1,1,3,6,-1,1,-1,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,1.35999999999996,6,1,2,2.01999999999998,-9,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2390.61609449011,2,1,1,5,1,4,2,5,4,1,5,5,5,2,2,1,1,5,2,1,4,1,1531.13192894165,0,0,"40710186_1",1,1,0,0,1,0,0,545,25,570,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"2088",40710434,2,1,3,1,11,2,"CO",8,2,1,201612,1,4,2,4,2,1,4,1,8,4,82,1,2,"19740",80,1500,50,750,80,1500,50,1,2,49,5,2,2,1,1,1,-1,2,2,1,11,-1,4,-1,5,0,0,-1,-1,22,-1,0,8,-9,20,-1,0,"07:00 AM",1,1,4,-1,-1,10,2,-1,1,3,0,-1,1,-1,10000,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,1.06999999999999,8,1,2,2.6099999999999,-9,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7260.06527439288,2,1,1,1,1,5,1,2,4,2,5,5,5,5,5,5,1,8,0,1,3,1,7437.12623197932,1,0,"40710434_2",1,0,1,0,1,0,0,655,20,675,0,0,0,20,5,25,20,1,0,0,1,1,0,0,1,0,1,0,0,1,0,5,25,0
"2089",40710680,2,1,4,1,-7,2,"NY",36,2,1,201703,1,6,1,5,1,2,6,1,2,1,21,1,2,"35620",40,3000,1500,750,40,1500,750,2,1,46,5,2,1,1,1,1,-1,2,2,1,15,-1,4,-1,20,10,2,2,12,20,-1,0,0,-9,70,-1,5,"10:00 AM",2,1,-1,-1,-1,5,2,-1,1,3,4,-1,1,-1,7000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,47.1799999999985,36,1,2,58.7999999999993,-9,3,4,4,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,192.141450316262,1,1,5,5,-9,-9,-1,-9,-9,1,-9,2,1,1,-9,1,1,5,0,1,4,1,173.767861294912,0,2,"40710680_1",1,0,1,0,1,0,0,465,70,535,0,0,0,2,15,17,2,1,0,0,1,1,NA,NA,NA,1,0,0,0,0,1,15,17,0
"2090",40711432,2,1,3,1,6,2,"CA",6,3,2,201612,1,10,1,5,1,1,3,1,9,4,91,1,2,"31080",60,7000,7000,5000,50,7000,3000,2,3,27,3,2,3,1,1,1,-1,2,2,1,11,-1,1,-1,7,7,0,-1,-1,6,-1,0,0,-9,45,-1,15,"10:00 AM",2,2,-1,-1,-1,2,2,-1,3,2,-1,7,1,-1,-1,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,1.76999999999998,6,2,2,2.67999999999995,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1848.29350110092,1,1,1,3,1,3,2,4,1,4,5,3,4,2,3,1,1,4,0,1,3,1,1435.76183640526,0,0,"40711432_3",1,1,0,0,1,0,0,493,45,538,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"2091",40712396,5,1,1,0,4,0,"WI",55,1,1,201702,1,1,2,4,2,1,4,1,3,2,32,1,2,"33340",90,7000,3000,1500,50,3000,1500,2,1,66,3,2,1,1,1,1,-1,1,2,1,11,-1,1,-1,7,6,0,-1,-1,30,-1,0,0,-9,40,-1,0,"09:00 AM",2,2,-1,-1,-1,0,2,-1,1,3,12,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,7.09999999999991,55,2,2,11.2299999999996,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,646.583973323538,2,5,5,5,1,1,4,5,1,5,5,1,1,1,1,3,2,3,0,1,1,5,739.37177457351,0,0,"40712396_1",1,1,0,0,1,0,0,534,40,574,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"2092",40713840,6,1,2,0,10,1,"CA",6,2,2,201701,2,2,1,5,1,1,5,1,9,4,91,1,2,"31080",90,30000,17000,5000,60,17000,17000,2,1,69,5,2,1,1,1,1,-1,2,2,1,11,-1,2,-1,99,20,0,-1,-1,30,-1,0,0,-9,40,-1,20,"07:30 AM",2,1,-1,-1,-1,0,2,-1,3,2,-1,10,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,4.04999999999995,6,2,2,4.76999999999998,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,660.95772469807,1,1,5,5,1,5,5,5,1,3,4,4,4,2,4,1,1,9,0,1,2,1,678.110918050679,0,0,"40713840_1",1,0,1,0,1,0,0,555,40,595,10,40,50,23,7,30,33,1,0,0,1,1,0,0,1,1,0,0,0,0,0,47,80,0
"2093",40714566,4,1,1,1,7,1,"NY",36,1,1,201701,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",20,7000,1500,1500,5,3000,1500,2,1,69,4,2,1,2,1,1,-1,2,2,1,15,-1,2,-1,7,0,0,-1,-1,22,-1,0,0,-9,120,-1,0,"08:00 AM",2,1,-1,-1,-1,5,2,-1,2,2,-1,4,1,-1,3500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,51,36,1,2,57.3199999999997,-9,3,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,500.120459098596,1,1,5,5,2,5,1,5,5,1,5,4,1,4,4,3,2,2,0,1,1,1,455.204781629882,0,0,"40714566_1",1,1,0,0,1,0,0,540,120,660,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"2094",40714588,4,2,2,1,1,1,"CA",6,2,1,201703,1,2,1,4,1,1,5,1,9,4,91,3,2,"41940",90,17000,17000,5000,90,17000,7000,2,2,47,2,2,2,2,3,1,-1,2,2,2,11,-1,1,-1,2,0,0,-1,-1,17,-1,0,0,-9,60,-1,0,"09:30 AM",2,2,-1,-1,-1,0,2,-1,2,1,-1,-1,2,2016,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,7.32999999999993,6,2,2,9.61999999999989,-9,4,4,4,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,702.481249599034,2,1,1,1,2,5,2,5,2,4,5,2,2,2,3,4,1,3,0,1,2,1,761.120492680011,0,0,"40714588_2",1,0,1,0,1,0,0,295,60,355,50,45,95,0,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45,95,0
"2095",40714713,6,1,5,2,11,3,"NY",36,2,2,201702,2,6,1,5,1,1,5,1,2,1,21,1,2,"35620",30,3000,750,1500,20,3000,750,2,1,47,5,2,1,1,1,1,-1,2,2,1,15,-1,4,-1,16,6,0,-1,-1,18,-1,0,0,-9,80,-1,10,"08:25 AM",1,1,2,-1,-1,10,2,-1,2,2,-1,4,1,-1,6000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,23.4599999999991,36,1,2,29.4599999999991,-9,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1108.38816190565,1,1,1,4,4,5,1,4,5,2,5,4,3,5,5,5,1,13,0,1,5,1,958.328738273601,0,3,"40714713_1",1,1,0,0,1,0,0,535,80,615,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"2096",40715639,3,2,2,0,1,2,"SC",45,2,2,201703,1,2,3,3,2,1,1,1,5,3,53,1,2,"XXXXX",50,3000,1500,350,50,750,300,2,1,27,3,2,1,2,1,1,-1,2,2,1,11,-1,4,-1,10,0,0,-1,-1,20,-1,0,0,-9,40,-1,30,"01:20 PM",2,1,-1,-1,-1,0,2,-1,3,2,-1,5,1,-1,0,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,2.68999999999994,45,1,2,3.69999999999993,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235.008397814694,3,2,1,5,3,5,5,2,2,5,5,3,2,1,5,1,1,5,0,1,2,1,215.820176741898,0,0,"40715639_1",1,0,1,0,0,1,0,555,40,595,0,0,0,15,10,25,15,0,0,0,1,1,1,0,0,0,0,1,0,0,0,10,25,0
"2098",40719613,5,2,1,2,11,1,"NY",36,1,1,201704,1,1,1,5,1,1,5,1,2,1,21,1,2,"35620",60,30000,30000,5000,80,30000,30000,1,1,48,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,20,1,0,-1,-1,50,-1,0,0,-9,25,-1,10,"09:15 AM",1,1,3,-1,-1,2,2,-1,1,3,4,-1,2,1998,15000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,1.66999999999996,36,1,2,2.44999999999993,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2217.48719412916,1,1,1,1,1,-9,3,3,-9,1,-9,5,3,2,-9,3,2,3,0,1,1,1,2063.58509447951,0,0,"40719613_1",1,0,1,0,0,1,0,557,25,582,212,32,244,0,0,0,212,1,0,0,1,1,0,0,1,1,0,0,0,0,0,32,244,0
"2099",40720481,7,1,2,0,3,1,"OH",39,2,1,201701,1,2,2,4,2,1,4,1,3,2,32,2,2,"18140",60,7000,3000,1500,70,7000,3000,1,1,35,2,2,1,1,2,1,-1,2,2,1,11,-1,1,-1,6,0,0,-1,-1,18,-1,0,2,-9,70,-1,60,"12:00 PM",2,1,-1,-1,-1,0,2,-1,3,2,-1,4,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,8.80999999999995,39,1,2,12.52,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10155.9177948048,2,1,1,1,2,5,4,4,2,5,5,3,3,1,5,2,1,2,0,1,2,1,6532.14187971303,0,0,"40720481_1",1,1,0,0,1,0,0,650,70,720,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"2100",40721906,5,2,1,1,9,1,"TX",48,1,1,201612,1,1,2,5,2,1,4,1,7,3,72,3,2,"19100",95,30000,17000,5000,95,17000,17000,2,1,55,4,2,1,1,3,1,-1,2,2,1,16,-1,4,-1,1,1,0,-1,-1,20,-1,0,0,-9,60,-1,8,"07:30 AM",2,1,-1,-1,-1,0,2,-1,1,2,-1,2,2,1989,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,13.9099999999999,48,1,2,15.3599999999997,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235.065898945821,2,1,5,5,3,5,2,4,2,2,5,5,3,4,5,3,2,2,0,1,1,1,245.587211679209,0,0,"40721906_1",1,1,0,0,1,0,0,440,60,500,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"2101",40722803,5,1,4,2,10,2,"NY",36,2,2,201612,1,6,1,5,1,1,5,1,2,1,21,1,2,"35620",40,17000,7000,5000,30,17000,7000,2,1,46,4,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,30,0,0,-1,-1,20,-1,0,0,-9,90,-1,0,"08:15 AM",1,1,2,-1,-1,20,2,-1,3,2,-1,3,1,-1,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,12.8299999999999,36,1,2,19.2799999999997,-9,4,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,527.144135290616,1,1,1,1,1,-9,2,4,1,2,-9,5,1,2,5,2,1,24,0,1,4,1,486.70814441712,0,2,"40722803_1",2,1,0,0,1,0,0,585,90,675,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1
"2102",40723152,2,2,1,1,7,1,"CA",6,1,1,201611,1,1,1,5,1,1,5,1,9,4,91,1,2,"41860",80,30000,17000,5000,80,30000,17000,1,1,35,4,2,1,2,1,2,1,2,2,1,16,-1,4,-1,14,0,0,-1,-1,20,-1,0,4,-9,60,-1,18,"08:00 AM",1,1,3,-1,-1,6,2,-1,3,2,-1,2,1,-1,7500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,8.09999999999991,6,1,2,10.4599999999996,-9,3,2,3,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,731.727701950179,1,1,1,4,1,4,2,3,1,1,5,4,2,2,4,4,2,2,0,1,1,1,673.896103563625,0,0,"40723152_1",1,1,0,0,0,1,0,585,60,645,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"2103",40724673,2,1,1,1,6,1,"NY",36,1,1,201702,1,1,1,5,1,2,6,1,2,1,21,1,2,"35620",40,3000,1500,750,40,1500,750,2,1,70,1,2,1,2,1,1,-1,2,2,1,16,-1,1,-1,12,12,0,-1,-1,20,-1,0,0,-9,120,-1,10,"08:55 AM",2,2,-1,-1,-1,0,2,-1,2,2,-1,5,2,1965,1000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,7,45.3799999999992,36,1,2,55.1599999999999,-9,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31.6862958874382,1,5,5,5,1,5,2,5,5,1,5,2,2,2,4,2,2,7,0,1,1,5,30.0310384500468,0,0,"40724673_1",1,1,0,0,0,0,0,480,120,600,22,158,180,10,45,55,32,0,0,0,1,0,0,1,0,1,0,0,0,0,0,203,235,0
"2104",40725013,5,1,4,1,11,2,"CA",6,2,2,201702,1,4,1,5,1,1,5,1,9,4,91,1,2,"41860",30,17000,7000,5000,50,17000,7000,2,1,36,5,2,1,2,1,1,-1,2,2,1,11,-1,4,-1,14,0,1,1,0,18,-1,0,4,-9,40,-1,0,"08:00 AM",1,1,2,-1,-1,3,2,-1,2,3,4,-1,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,6.03999999999996,6,1,2,8.1899999999996,-9,3,3,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1031.00610909091,1,1,1,1,1,3,1,3,1,4,-9,3,3,3,3,2,1,24,0,1,4,1,987.704645318951,1,1,"40725013_1",1,0,0,1,0,1,0,345,40,385,0,0,0,215,56,271,215,0,0,0,1,1,0,0,1,1,0,0,0,1,1,56,271,0
"2105",40725013,5,1,4,1,11,2,"CA",6,2,2,201702,1,4,1,5,1,1,5,1,9,4,91,1,2,"41860",30,17000,7000,5000,50,17000,7000,2,2,36,5,2,2,1,1,1,-1,2,2,1,11,-1,4,-1,15,0,0,-1,-1,25,-1,0,2,-9,40,-1,0,"08:00 AM",1,1,2,-1,-1,5,2,-1,2,3,4,-1,1,-1,-88,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,5.98999999999978,6,1,2,8.35999999999967,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1222.34336126971,1,1,1,1,1,3,1,3,1,4,-9,3,3,3,3,2,1,24,0,1,4,1,987.704645318951,1,1,"40725013_2",1,0,1,0,0,1,0,460,40,500,60,55,115,15,45,60,75,1,0,0,1,1,0,0,1,1,0,0,0,1,1,100,175,0
"2106",40725548,3,2,3,3,5,3,"TX",48,3,3,201702,1,2,2,5,2,1,4,1,7,3,72,97,1,"19100",30,7000,3000,3000,50,7000,3000,2,3,57,1,1,6,2,97,1,-1,2,2,1,11,-1,1,-1,0,-1,0,-1,-1,30,-1,0,0,-9,30,-1,30,"09:00 AM",2,2,-1,-1,-1,0,2,-1,1,1,-1,-1,2,1998,3000,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1.05999999999995,48,1,2,1.27999999999997,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1410.5401867699,2,5,5,5,5,5,1,5,4,4,5,4,3,3,3,3,1,6,0,1,3,5,1213.83929596671,0,0,"40725548_3",1,1,0,0,1,0,0,610,30,640,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"2108",40726652,3,2,2,1,2,2,"TX",48,2,2,201701,1,2,2,5,2,1,4,1,7,3,72,2,2,"26420",95,17000,17000,5000,90,17000,17000,2,2,30,2,2,2,1,2,97,1,2,2,2,11,-1,4,-1,5,0,0,-1,-1,20,-1,0,1,-9,45,-1,15,"01:00 PM",2,2,-1,-1,-1,0,2,-1,1,3,3,-1,1,-1,10000,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,0.309999999999988,48,1,2,1.07999999999998,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,765.890646963159,2,1,1,4,3,5,1,4,5,5,5,1,5,5,5,5,1,7,0,1,2,1,573.120173994256,0,0,"40726652_2",1,0,1,0,1,0,0,255,45,300,0,0,0,15,15,30,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,15,30,0
"2109",40729200,4,1,2,1,10,2,"NY",36,2,1,201703,1,10,1,5,1,1,5,1,2,1,21,1,2,"35620",60,30000,17000,5000,60,30000,30000,1,1,63,5,2,1,2,1,1,-1,2,2,2,16,-1,4,-1,14,0,0,-1,-1,16,-1,0,0,-9,40,-1,40,"07:05 AM",2,2,-1,-1,-1,3,2,-1,1,2,-1,3,1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,6.55999999999995,36,1,2,10.6799999999998,-9,3,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2265.54135151102,1,1,3,5,1,5,3,4,4,1,5,5,4,4,4,4,1,8,0,1,2,1,2316.23877070257,0,0,"40729200_1",1,0,1,0,1,0,0,320,40,360,15,45,60,70,5,75,85,0,0,0,0,0,0,0,1,1,0,0,0,0,0,50,135,0
"2110",40729979,4,2,1,0,-7,0,"CA",6,1,1,201703,1,1,1,5,1,1,5,1,9,4,91,1,2,"41860",60,30000,17000,5000,70,30000,17000,2,1,59,5,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,25,1,1,1,0,25,-1,0,0,-9,45,-1,0,"06:30 AM",1,1,5,-1,-1,2,2,-1,1,3,4,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,5.12999999999988,6,2,2,5.32999999999993,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,655.078469139302,1,1,1,5,2,4,5,4,1,3,5,3,1,1,2,1,2,2,0,1,1,1,594.674910199985,0,0,"40729979_1",1,1,0,0,1,0,0,607,45,652,0,0,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0
"2111",40730245,3,1,1,1,5,1,"NY",36,1,1,201701,1,1,2,4,2,1,3,1,2,1,22,1,2,"40380",60,17000,7000,3000,40,7000,3000,2,1,31,5,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,12,0,0,-1,-1,18,-1,0,0,-9,25,-1,0,"10:15 AM",1,1,0,-1,-1,0,1,2,3,2,-1,2,1,-1,10000,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,8,1.75,36,1,2,2.32999999999993,-9,3,1,2,-1,-1,-1,-1,2,2,2,2,2,2,2,206.366244210618,2,1,4,4,1,3,2,4,1,4,5,3,2,2,2,1,2,8,0,1,1,1,207.435977918355,0,0,"40730245_1",2,0,0,1,1,0,0,436,25,461,0,0,0,13,7,20,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,7,20,1
"2112",40730253,5,2,1,0,3,1,"NY",36,1,1,201703,1,1,3,1,2,1,1,1,2,1,23,2,2,"XXXXX",90,7000,7000,5000,90,7000,7000,2,1,56,3,2,1,2,2,1,-1,2,2,1,11,-1,1,-1,21,1,0,-1,-1,20,-1,0,0,-9,20,-1,40,"08:15 AM",2,2,-1,-1,-1,1,2,-1,2,3,5,-1,1,-1,70,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,3.20999999999992,36,1,2,4.77999999999997,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74.4625747429424,3,2,1,1,-9,-9,-1,-9,1,-9,-9,3,3,3,3,1,2,2,0,1,1,1,68.8547248914248,0,0,"40730253_1",1,1,0,0,1,0,0,500,20,520,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"2113",40731275,4,2,1,1,5,1,"CA",6,1,1,201701,1,1,1,5,1,1,5,1,9,4,91,3,2,"41860",95,17000,7000,5000,95,17000,7000,2,1,31,4,2,1,1,3,1,-1,2,2,1,15,-1,4,-1,5,0,5,0,0,20,-1,0,3,-9,45,-1,20,"07:00 AM",1,2,0,-1,-1,20,2,-1,2,2,-1,5,1,-1,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,6.7199999999998,6,1,2,9.75,-9,3,4,3,-1,4,-1,2,-1,-1,-1,-1,-1,-1,-1,1675.08101045406,1,1,1,2,1,2,3,3,5,5,5,4,4,4,3,4,2,2,0,1,1,1,1354.65579339764,0,0,"40731275_1",1,1,0,0,1,0,0,655,45,700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"2114",40731894,3,1,3,3,6,3,"TX",48,3,3,201701,1,2,2,5,2,1,4,1,7,3,72,1,1,"26420",20,7000,1500,1500,40,3000,1500,2,1,28,5,1,1,2,1,1,-1,2,2,1,11,-1,4,-1,0,-1,0,-1,-1,20,-1,0,0,-9,60,-1,50,"08:00 AM",2,1,-1,-1,-1,1,2,-1,3,2,-1,2,2,1990,3000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,13.4599999999996,48,1,2,19.0599999999995,-9,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497.778760215852,2,1,1,1,-9,-9,1,-9,1,-9,-9,2,2,4,4,2,1,11,0,1,3,1,433.066508424441,0,0,"40731894_1",1,0,1,0,0,1,0,505,60,565,0,0,0,315,75,390,315,0,1,0,1,1,0,1,0,0,1,0,0,0,0,75,390,0
"2115",40731924,3,1,2,4,8,2,"NY",36,2,1,201612,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",5,300,300,350,5,750,300,2,2,60,3,2,2,2,1,1,-1,2,2,1,16,-1,2,-1,6,3,0,-1,-1,5,-1,0,0,-9,120,-1,5,"09:30 AM",2,2,-1,-1,-1,4,2,-1,2,1,-1,-1,1,-1,9000,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,43.2099999999991,36,1,2,53.5099999999984,-9,2,3,2,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.7973775100866,1,1,5,5,3,5,1,5,4,4,5,2,3,3,4,2,1,5,0,1,2,1,33.2829149659592,0,0,"40731924_2",1,0,1,0,0,1,0,540,120,660,100,110,210,0,0,0,100,0,0,0,1,0,0,0,1,1,0,0,0,0,0,110,210,0
