"","HOUSEID","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","HBHTNRNT","HBPPOPDN","HBRESDN","HTEEMPDN","HTHTNRNT","HTPPOPDN","HTRESDN","SMPLSRCE","PERSONID","R_AGE","EDUC","R_HISP","R_RELAT","R_SEX","R_RACE","PRMACT","PAYPROF","GT1JBLWK","WRK_HOME","WKFTPT","WRKTRANS","LSTTRDAY17","OCCAT","SCHTYP","NWALKTRP","WALK4EX","NBIKETRP","BIKE4EX","BIKESHARE","PTUSED","MCUSED","CARSHARE","RIDESHARE","CARRODE","TIMETOWK","NOCONG","PUBTIME","WRKTIME","WKRMHM","FLEXTIME","WKFMHMXX","SCHTRN1","SCHTRN2","DELIVER","MEDCOND","MEDCOND6","HEALTH","PHYACT","VPACT","LPACT","BORNINUS","YRTOUS","YEARMILE","PROXY","WHOPROXY","USEPUBTR","SAMEPLC","W_NONE","W_CANE","W_WLKR","W_WHCANE","W_DOG","W_CRUTCH","W_SCOOTR","W_CHAIR","W_MTRCHR","WORKER","DIARY","OUTCNTRY","FRSTHM17","CNTTDTR","GCDWORK","WKSTFIPS","DRIVER","OUTOFTWN","DISTTOWK17","DISTTOSC17","ALT_16","ALT_23","ALT_45","WALK_DEF","WALK_GKQ","BIKE_DFR","BIKE_GKP","CONDTRAV","CONDRIDE","CONDNIGH","CONDRIVE","CONDPUB","CONDSPEC","CONDTAX","WTPERFIN","SAMPSTRAT","PC","SPHONE","TAB","WALK","BIKE","CAR","TAXI","BUS","TRAIN","PARA","PRICE","PLACE","WALK2SAVE","BIKE2SAVE","PTRANS","HHRELATD","CNTTDHH","YOUNGCHILD","SCRESP","RESP_CNT","WEBUSE17","WTHHFIN","NCHILD0TO5","NCHILD6TO17","UNIQUEID","NTOUR","HBSimple","HBOnly","HBandWB","MODEALLTRANSIT","MODEMIXED","MODENOTRANSIT","WORKACTDUR","WORKTRAVELDUR","WORKACTTRAVELDUR","TRANSITACTDUR","TRANSITTRAVELDUR","TRANSITACTTRAVELDUR","NONTRANSITACTDUR","NONTRANSITTRAVELDUR","NONTRANSITACTTRAVELDUR","NONWORKACTDUR","MALE","HISPANIC","MULTIJOB","FULLTIME","FLEXIBLE","LOWINCOME","MIDINCOME","HIGHINCOME","MSA1MILWITHRAIL","MSA1MILWITHOUTRAIL","MSALESS1MIL","NOTMSA","PCHILD0TO5","PCHILD6TO17","NONWORKTRAVELDUR","NONWORKACTTRAVELDUR","OTHER"
"2116",40732152,6,1,4,1,11,2,"NJ",34,2,2,201702,1,6,1,5,1,1,5,1,2,1,21,1,2,"35620",50,17000,7000,5000,50,17000,7000,1,2,50,4,2,2,2,1,1,-1,2,2,1,16,-1,4,-1,7,2,0,-1,-1,22,-1,0,5,-9,60,-1,5,"10:00 AM",1,1,3,-1,-1,2,2,-1,1,2,-1,2,1,-1,1000,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,8.78999999999996,36,1,2,17.6799999999994,-9,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9879.67618429258,1,1,1,1,1,5,1,3,2,1,5,4,1,1,3,1,1,16,0,1,4,1,10071.9030950635,0,2,"40732152_2",1,1,0,0,0,1,0,580,60,640,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"2117",40732269,4,2,1,0,5,1,"NY",36,1,1,201701,1,1,1,5,1,1,5,1,2,1,21,2,2,"35620",95,30000,30000,5000,95,30000,30000,1,1,51,5,2,1,2,2,1,-1,2,2,1,16,-1,2,-1,15,3,0,-1,-1,20,-1,0,4,-9,45,-1,3,"08:30 AM",2,2,-1,-1,-1,1,2,-1,3,2,-1,0,2,1989,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,3,6.61999999999989,36,1,2,11.3399999999997,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4797.49982337179,1,1,1,1,1,5,5,3,3,1,5,2,1,1,4,1,2,3,0,1,1,1,3832.94740299005,0,0,"40732269_1",1,0,1,0,1,0,0,600,45,645,5,50,55,0,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,50,55,0
"2118",40732657,5,2,2,1,10,2,"NY",36,2,2,201611,1,2,1,5,1,1,5,1,2,1,21,2,2,"35620",95,30000,17000,5000,80,17000,7000,1,1,68,5,2,1,2,2,1,-1,2,2,1,16,-1,2,-1,7,0,0,-1,-1,3,-1,0,0,-9,90,-1,15,"08:30 AM",2,2,-1,-1,-1,0,2,-1,2,2,-1,3,1,-1,20,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,11.77,36,1,2,15.3499999999999,-9,1,4,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4797.2417790777,1,1,1,3,1,5,2,5,1,1,5,2,1,3,3,2,1,7,0,1,2,1,3833.60822301534,0,0,"40732657_1",1,0,0,1,1,0,0,475,90,565,30,75,105,25,5,30,55,0,0,0,1,0,0,0,1,1,0,0,0,0,0,80,135,0
"2119",40732657,5,2,2,1,10,2,"NY",36,2,2,201611,1,2,1,5,1,1,5,1,2,1,21,2,2,"35620",95,30000,17000,5000,80,17000,7000,1,2,37,5,2,3,2,2,1,-1,2,2,1,16,-1,4,-1,7,0,0,-1,-1,5,-1,0,0,-9,90,-1,20,"08:15 AM",2,2,-1,-1,-1,1,2,-1,2,3,3,-1,1,-1,3500,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,11.8499999999999,36,1,2,15.8899999999999,-9,1,4,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4797.72218440206,1,1,1,3,1,5,2,5,1,1,5,2,1,3,3,2,1,7,0,1,2,1,3833.60822301534,0,0,"40732657_2",1,1,0,0,1,0,0,630,90,720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2120",40733172,6,2,2,2,7,2,"IL",17,2,2,201703,1,2,1,5,1,1,5,1,3,2,31,1,1,"16980",40,17000,17000,5000,40,17000,17000,1,1,22,4,1,1,2,1,1,-1,2,2,1,16,-1,4,-1,20,3,0,-1,-1,25,-1,0,4,-9,35,-1,10,"09:00 AM",1,1,2,-1,-1,3,2,-1,2,2,-1,3,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,4.61999999999989,17,1,2,5.30999999999995,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13371.5955049711,1,1,1,3,1,5,2,3,1,1,5,3,2,2,3,1,1,8,0,1,2,1,8404.78794615788,0,0,"40733172_1",2,1,0,0,0,0,1,500,35,535,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
"2121",40733172,6,2,2,2,7,2,"IL",17,2,2,201703,1,2,1,5,1,1,5,1,3,2,31,1,1,"16980",40,17000,17000,5000,40,17000,17000,1,2,23,4,2,2,1,1,1,-1,2,2,1,16,-1,2,-1,20,2,0,-1,-1,25,-1,0,3,-9,35,-1,15,"07:20 AM",1,2,2,-1,-1,1,2,-1,1,3,4,-1,1,-1,-88,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,4,4.61999999999989,17,1,2,5.41999999999985,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13292.9817161132,1,1,1,3,1,5,2,3,1,1,5,3,2,2,3,1,1,8,0,1,2,1,8404.78794615788,0,0,"40733172_2",2,1,0,0,1,0,0,540,35,575,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"2122",40734388,3,2,2,0,9,0,"NY",36,2,2,201701,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",60,17000,17000,5000,60,30000,17000,1,1,53,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,9,1,0,-1,-1,22,-1,0,0,-9,75,-1,15,"09:15 AM",2,2,-1,-1,-1,5,2,-1,3,2,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,7.42999999999984,36,2,2,12.0799999999999,-9,4,4,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,3062.71968163129,1,1,1,1,1,5,4,3,3,1,5,4,1,2,5,1,1,4,0,1,2,1,3351.83300604135,0,0,"40734388_1",1,1,0,0,1,0,0,525,75,600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2123",40734388,3,2,2,0,9,0,"NY",36,2,2,201701,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",60,17000,17000,5000,60,30000,17000,1,2,50,4,2,2,2,1,1,-1,2,2,1,16,-1,4,-1,4,2,0,-1,-1,50,-1,0,0,-9,75,-1,5,"09:30 AM",2,1,-1,-1,-1,5,2,-1,3,2,-1,3,1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,9.53999999999996,36,2,2,14.7799999999997,-9,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3062.71968163129,1,1,1,1,1,5,4,3,3,1,5,4,1,2,5,1,1,4,0,1,2,1,3351.83300604135,0,0,"40734388_2",1,1,0,0,1,0,0,480,75,555,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2124",40734941,3,1,3,3,3,3,"CA",6,3,3,201612,3,2,1,5,1,1,5,1,9,4,91,1,2,"41860",40,17000,7000,5000,40,17000,7000,2,1,62,4,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,14,2,0,-1,-1,20,-1,0,3,-9,75,-1,10,"09:30 AM",1,1,2,-1,-1,6,2,-1,1,2,-1,2,1,-1,16000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,5,18.04,6,1,2,23.6399999999994,-9,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,550.063876946225,1,1,1,2,1,5,1,3,4,2,5,5,3,4,3,1,1,15,0,1,3,1,505.493551244134,0,0,"40734941_1",2,0,1,0,0,1,0,340,75,415,0,0,0,220,105,325,220,1,0,0,1,1,1,0,0,1,0,0,0,0,0,105,325,1
"2125",40735135,7,2,2,0,11,0,"NY",36,2,1,201701,1,2,1,5,1,1,5,1,2,1,21,3,2,"35620",80,30000,30000,5000,80,30000,30000,2,1,25,4,2,1,1,3,1,-1,2,2,1,16,-1,1,-1,15,0,0,-1,-1,30,-1,0,16,-9,30,-1,4,"09:15 AM",2,1,-1,-1,-1,4,2,-1,2,3,4,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,2.51999999999998,36,2,2,4.65999999999985,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4368.70585170898,1,1,1,2,1,-9,-1,-9,-9,1,-9,5,4,2,3,1,1,9,0,1,2,1,3420.08364990465,0,0,"40735135_1",1,0,1,0,0,1,0,604,30,634,0,0,0,120,20,140,120,1,0,0,1,1,0,0,1,1,0,0,0,0,0,20,140,0
"2126",40736785,3,2,1,0,4,0,"MD",24,1,1,201703,1,1,3,2,2,1,1,1,5,3,53,1,2,"XXXXX",40,1500,300,750,40,1500,750,2,1,55,2,2,1,2,1,1,-1,2,2,1,11,-1,2,-1,7,7,0,-1,-1,26,-1,0,0,-9,30,-1,0,"07:00 AM",2,1,-1,-1,-1,0,2,-1,3,3,4,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,2.13999999999999,24,2,2,2.8599999999999,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,439.324645780069,3,1,5,5,1,-9,-1,-9,1,-9,-9,4,4,2,3,1,2,2,0,1,1,1,525.81180392113,0,0,"40736785_1",1,1,0,0,1,0,0,540,30,570,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"2127",40737112,7,2,1,0,3,0,"NY",36,1,1,201701,1,1,1,5,1,1,5,1,2,1,21,1,1,"35620",90,30000,30000,5000,90,30000,30000,1,1,56,4,1,1,1,1,1,-1,2,2,1,11,-1,1,-1,7,3,0,-1,-1,30,-1,0,0,-9,60,-1,0,"08:50 AM",2,2,-1,-1,-1,3,2,-1,3,2,-1,3,2,1991,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,6.36999999999989,36,2,2,14.2199999999998,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4806.44164689082,1,1,1,1,1,3,-1,3,1,1,-9,1,1,1,-9,1,2,2,0,1,1,1,3848.2272464577,0,0,"40737112_1",1,1,0,0,1,0,0,253,60,313,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2128",40738792,4,1,1,1,4,1,"CA",6,1,1,201703,1,1,3,2,2,1,2,1,9,4,93,1,2,"XXXXX",50,17000,7000,5000,70,17000,7000,2,1,62,5,2,1,2,1,1,-1,2,2,2,11,-1,4,-1,4,0,0,-1,-1,30,-1,0,0,-9,70,-1,10,"07:38 AM",2,2,-1,-1,-1,2,2,-1,1,2,-1,6,1,-1,280,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,2.25999999999999,6,1,2,3.79999999999995,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.6387277058151,3,1,5,4,1,5,3,5,1,4,5,2,3,1,3,1,2,4,0,1,1,1,63.845124428425,0,0,"40738792_1",2,1,0,0,1,0,0,515,70,585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"2129",40739065,4,2,3,0,3,0,"WI",55,3,2,201611,1,10,2,4,2,1,4,1,3,2,32,6,1,"33340",60,3000,1500,1500,60,3000,1500,2,3,51,2,1,2,1,6,1,-1,2,2,1,11,-1,3,-1,5,5,0,-1,-1,60,-1,0,0,-9,40,-1,40,"04:30 AM",2,2,-1,-1,-1,0,2,-1,3,2,-1,5,1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,4,2.11999999999989,55,2,2,2.86999999999989,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,881.419966877426,2,5,5,5,1,5,5,5,2,5,5,3,2,2,4,2,1,6,0,1,3,5,748.206442302636,0,0,"40739065_3",1,1,0,0,0,1,0,540,40,580,160,19,179,5,50,55,165,1,1,0,1,0,1,0,0,0,1,0,0,0,0,69,234,0
"2130",40740569,6,2,5,2,9,2,"VA",51,2,2,201703,1,4,1,5,1,1,5,1,5,3,51,1,2,"47900",0,3000,1500,1500,5,3000,1500,1,1,37,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,5,0,0,-1,-1,22,-1,0,1,-9,45,-1,20,"08:00 AM",2,1,-1,-1,-1,10,2,-1,1,3,5,-1,1,-1,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,5.77999999999997,51,1,2,8.92999999999984,-9,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,9639.05527316786,1,1,1,1,1,4,3,3,1,1,5,3,3,2,2,2,1,17,1,1,5,1,7191.9705681005,0,2,"40740569_1",1,1,0,0,1,0,0,477,45,522,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"2131",40740746,2,2,1,1,2,1,"NY",36,1,1,201704,1,1,3,1,2,1,1,1,2,1,23,1,2,"XXXXX",40,7000,3000,5000,60,7000,7000,2,1,24,3,2,1,1,1,1,-1,2,2,1,11,-1,1,-1,10,6,1,0,0,12,-1,0,0,-9,45,-1,30,"03:00 PM",2,2,-1,-1,-1,6,2,-1,2,3,6,-1,1,-1,6000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,5,3.39999999999998,36,1,2,4.8599999999999,-9,1,1,3,5,6,4,7,-1,-1,-1,-1,-1,-1,-1,457.816287654331,3,1,1,3,1,3,1,4,2,5,5,2,1,1,1,1,2,5,0,1,1,1,322.104064955481,0,0,"40740746_1",2,0,1,0,0,1,0,267,45,312,79,13,92,0,0,0,79,1,0,0,1,0,1,0,0,0,0,1,0,0,0,13,92,1
"2132",40740855,5,2,2,2,7,2,"TX",48,2,2,201702,1,2,2,5,2,1,4,1,7,3,72,1,2,"26420",80,17000,7000,5000,70,17000,17000,2,1,28,5,2,1,1,1,1,-1,2,2,1,13,-1,4,-1,7,0,0,-1,-1,22,-1,0,0,-9,15,-1,0,"08:15 AM",2,1,-1,-1,-1,2,2,-1,3,3,4,-1,1,-1,-88,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,6,1.86999999999995,48,1,2,2.45999999999992,-9,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,325.205933966064,2,1,1,2,1,5,1,4,5,5,5,4,2,4,5,1,1,10,0,1,2,1,283.413574254032,0,0,"40740855_1",1,0,1,0,0,1,0,465,15,480,0,0,0,190,100,290,190,1,0,0,1,1,0,1,0,0,1,0,0,0,0,100,290,0
"2133",40741708,5,2,2,0,11,0,"NY",36,2,2,201701,2,2,1,5,1,1,5,1,2,1,21,3,2,"35620",95,30000,30000,5000,95,30000,30000,2,1,35,5,2,1,1,3,1,-1,2,2,1,16,-1,4,-1,5,0,0,-1,-1,15,-1,0,2,-9,22,-1,0,"07:50 AM",1,1,15,-1,-1,10,2,-1,1,2,-1,15,2,2015,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2.63999999999999,36,2,2,4.19999999999982,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4734.44011954689,1,1,1,1,1,5,4,2,4,1,5,3,3,4,5,1,1,4,0,1,2,1,3818.12785485459,0,0,"40741708_1",1,1,0,0,0,1,0,549,22,571,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2134",40743272,6,2,1,1,7,1,"VA",51,1,1,201704,1,1,1,5,1,1,5,1,5,3,51,1,2,"47900",40,17000,17000,5000,80,30000,17000,1,1,32,5,2,1,2,1,1,-1,2,2,1,16,-1,4,-1,20,5,1,1,0,18,-1,0,4,-9,30,-1,0,"07:30 AM",2,2,-1,-1,-1,10,2,-1,1,3,5,-1,1,-1,5000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,2.34999999999991,11,1,2,2.79999999999995,-9,3,4,4,1,6,1,4,-1,-1,-1,-1,-1,-1,-1,9650.34939276107,1,1,1,1,1,4,2,2,4,1,5,2,2,1,4,3,2,3,0,1,1,1,8641.61486374045,0,0,"40743272_1",1,0,1,0,1,0,0,520,30,550,15,30,45,0,0,0,15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,30,45,0
"2135",40747748,5,1,2,1,5,1,"TX",48,2,2,201612,1,2,2,5,2,1,4,1,7,3,72,1,2,"26420",30,3000,1500,3000,50,7000,3000,2,1,45,3,2,1,2,1,1,-1,2,2,1,11,-1,1,-1,10,0,0,-1,-1,27,-1,0,0,-9,35,-1,0,"08:35 AM",2,2,-1,-1,-1,0,2,-1,2,2,-1,5,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,5.26999999999998,48,2,2,5.57999999999993,-9,4,4,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,248.986539014684,2,3,1,5,2,5,3,4,2,5,5,4,4,3,3,4,1,4,0,1,2,1,311.500853501817,0,0,"40747748_1",1,1,0,0,1,0,0,587,35,622,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"2136",40747748,5,1,2,1,5,1,"TX",48,2,2,201612,1,2,2,5,2,1,4,1,7,3,72,1,2,"26420",30,3000,1500,3000,50,7000,3000,2,2,57,2,2,2,1,2,1,-1,2,2,1,11,-1,1,-1,10,0,0,-1,-1,25,-1,0,0,-9,55,-1,0,"02:30 PM",2,2,-1,-1,-1,0,2,-1,2,3,2,-1,1,-1,900,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,9.97999999999956,48,1,2,12.5999999999999,-9,1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,309.9607800072,2,3,1,5,2,5,3,4,2,5,5,4,4,3,3,4,1,4,0,1,2,1,311.500853501817,0,0,"40747748_2",1,1,0,0,1,0,0,481,55,536,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"2137",40747902,5,2,2,1,10,2,"CA",6,2,2,201703,1,2,1,5,1,1,5,1,9,4,91,1,2,"41860",60,30000,17000,5000,70,30000,17000,1,1,29,5,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,10,2,0,-1,-1,26,-1,0,5,-9,30,-1,0,"06:30 AM",2,2,-1,-1,-1,10,2,-1,1,3,1,-1,1,-1,4500,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,1.98999999999995,6,1,2,2.25999999999999,-9,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1024.49264335459,1,1,1,5,1,5,2,2,1,3,5,5,2,3,5,2,1,4,0,1,2,1,789.72771683134,0,0,"40747902_1",1,1,0,0,1,0,0,740,30,770,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2138",40748564,6,1,7,0,3,2,"TX",48,3,1,201701,1,4,2,5,2,1,4,1,7,3,72,1,1,"26420",30,7000,1500,1500,20,3000,750,2,1,33,3,1,1,2,1,1,-1,2,2,1,11,-1,2,-1,10,0,0,-1,-1,21,-1,0,10,-9,90,-1,20,"07:40 AM",2,2,-1,-1,-1,0,2,-1,1,3,15,-1,1,-1,10000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,17.8199999999997,48,1,2,24.7999999999993,-9,4,4,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1116.82475059024,2,5,1,5,3,5,5,3,1,5,5,4,-9,4,4,4,1,10,1,1,7,1,1022.10014337503,0,3,"40748564_1",1,1,0,0,1,0,0,530,90,620,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"2140",40749572,7,2,2,0,10,2,"NY",36,2,2,201703,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",90,30000,30000,5000,80,30000,30000,1,1,35,5,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,20,0,0,-1,-1,80,-1,0,5,-9,35,-1,20,"10:00 AM",2,2,-1,-1,-1,12,2,-1,3,1,-1,-1,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,2.54999999999995,36,1,2,3.3599999999999,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4711.34391736479,1,1,1,1,1,4,5,2,5,1,5,4,3,1,3,1,1,4,0,1,2,1,3829.58851543108,0,0,"40749572_1",1,1,0,0,1,0,0,450,35,485,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2141",40749572,7,2,2,0,10,2,"NY",36,2,2,201703,1,2,1,5,1,1,5,1,2,1,21,1,2,"35620",90,30000,30000,5000,80,30000,30000,1,2,34,5,2,2,2,1,1,-1,2,2,1,16,-1,4,-1,23,3,0,-1,-1,10,-1,0,8,-9,45,-1,10,"10:30 AM",1,1,3,-1,-1,4,2,-1,2,2,-1,3,1,-1,-88,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,2,4.00999999999999,36,1,2,5.37999999999988,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3773.95276103879,1,1,1,1,1,4,5,2,5,1,5,4,3,1,3,1,1,4,0,1,2,1,3829.58851543108,0,0,"40749572_2",1,1,0,0,1,0,0,782,45,827,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2142",40749800,6,1,4,2,7,2,"TX",48,2,1,201701,1,4,2,5,2,1,2,1,7,3,72,1,2,"19100",5,3000,1500,3000,5,7000,1500,2,1,43,3,2,1,1,1,1,-1,2,2,1,16,-1,4,-1,4,4,0,-1,-1,20,-1,0,0,-9,40,-1,10,"06:25 AM",2,1,-1,-1,-1,10,2,-1,3,2,-1,6,1,-1,-88,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,17.4699999999993,48,1,2,20.5099999999993,-9,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,179.915840720484,2,1,1,1,3,5,1,5,5,1,5,2,3,4,4,1,1,20,1,1,4,1,163.161066857825,0,1,"40749800_1",1,0,1,0,0,1,0,557,40,597,85,53,138,0,0,0,85,1,0,0,1,1,0,1,0,0,1,0,0,0,1,53,138,0
"2143",40751951,5,2,1,0,2,0,"TX",48,1,1,201702,1,1,2,4,2,1,4,1,7,3,72,4,1,"41700",50,7000,3000,3000,40,7000,3000,2,1,36,4,1,1,1,4,1,-1,2,2,2,11,-1,1,-1,2,2,0,-1,-1,5,-1,0,3,-9,60,-1,5,"10:00 PM",2,2,-1,-1,-1,2,2,-1,3,2,-1,2,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,5,11.3699999999999,48,2,2,18,-9,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,969.418615382892,2,3,2,5,2,-9,-1,3,1,-9,-9,3,1,2,-9,1,2,5,0,1,1,2,689.831483605347,0,0,"40751951_1",1,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2145",40753240,2,1,3,2,10,2,"WA",53,2,1,201703,1,8,2,5,2,1,4,1,9,4,92,1,2,"42660",30,17000,7000,5000,50,7000,3000,1,1,53,5,2,1,1,1,1,-1,2,2,1,11,-1,4,-1,7,7,0,-1,-1,40,-1,0,2,-9,40,-1,0,"08:10 AM",1,1,0,-1,-1,5,2,-1,2,2,-1,3,1,-1,3000,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,3,5.22999999999979,53,1,2,6.42999999999984,-9,3,2,2,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,2762.06826984542,2,1,1,5,2,5,2,4,1,3,5,5,4,5,3,2,1,11,0,1,3,1,2542.70867624212,0,1,"40753240_1",1,1,0,0,1,0,0,560,40,600,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
